nama,time,gazeX,gazeY,label
Atika,11615,160.0512,918.216,1
Atika,11631,160.0512,918.216,1
Atika,11647,252.2112,740.8476,1
Atika,11664,250.3104,739.584,1
Atika,11680,268.5504,730.2527,1
Atika,11697,306.7776,702.5508,1
Atika,11713,305.3376,700.9525,1
Atika,11730,222.8352,767.5452,1
Atika,11746,237.5424,746.28,1
Atika,11762,233.2224,742.932,1
Atika,11779,239.1168,737.8128,1
Atika,11795,263.328,730.5984,1
Atika,11812,265.2288,732.456,1
Atika,11828,258.3552,735.1452,1
Atika,11845,315.456,685.1628,1
Atika,11861,317.472,686.8368,1
Atika,11877,461.76,689.094,1
Atika,11894,424.4928,692.3448,1
Atika,11910,422.7648,690.6816,1
Atika,11927,479.136,674.9028,1
Atika,11943,452.8128,702.4104,1
Atika,11960,455.9232,706.0284,1
Atika,11976,494.2272,717.0768,1
Atika,11992,479.6928,677.5272,1
Atika,12009,475.392,671.868,1
Atika,12025,569.2224,693.1765,1
Atika,12042,561.7536,704.3652,1
Atika,12058,560.448,702.6372,1
Atika,12074,586.6176,687.0637,1
Atika,12091,590.3424,682.7544,1
Atika,12107,591.6288,684.558,1
Atika,12124,565.92,691.3297,1
Atika,12140,584.064,702.2916,1
Atika,12157,579.4368,695.2608,1
Atika,12173,580.8384,641.2932,1
Atika,12189,576.576,658.9944,1
Atika,12206,577.5744,660.8844,1
Atika,12222,592.3776,644.9976,1
Atika,12239,587.4624,658.4112,1
Atika,12255,590.9568,663.9408,1
Atika,12272,585.3504,714.8628,1
Atika,12288,655.2192,694.4077,1
Atika,12305,656.1984,696.2544,1
Atika,12321,689.4336,692.982,1
Atika,12337,701.7408,689.58,1
Atika,12354,702.6816,691.2756,1
Atika,12370,719.3664,678.3264,1
Atika,12387,704.7936,701.8056,1
Atika,12403,702.1632,696.492,1
Atika,12419,702.1632,696.492,1
Atika,12436,702.1632,696.492,1
Atika,12452,702.1632,696.492,1
Atika,12469,702.1632,696.492,1
Atika,12485,702.1632,696.492,1
Atika,12502,702.1632,696.492,1
Atika,12518,702.1632,696.492,1
Atika,12535,702.1632,696.492,1
Atika,12551,702.1632,696.492,1
Atika,12567,702.1632,696.492,1
Atika,12584,702.1632,696.492,1
Atika,12600,702.1632,696.492,1
Atika,12617,702.1632,696.492,1
Atika,12633,702.1632,696.492,1
Atika,12649,703.8528,700.0452,1
Atika,12666,872.1216,702.378,1
Atika,12682,835.4688,654.4476,1
Atika,12699,835.9488,656.3484,1
Atika,12715,880.6272,668.736,1
Atika,12732,827.4048,661.8456,1
Atika,12748,826.848,659.9448,1
Atika,12765,860.8512,676.7496,1
Atika,12781,844.416,677.6568,1
Atika,12797,844.9152,679.482,1
Atika,12814,898.0608,675.0756,1
Atika,12830,804.4608,707.184,1
Atika,12847,802.1952,700.164,1
Atika,12863,308.6976,728.4492,1
Atika,12880,126.2784,804.438,1
Atika,12896,132.9984,808.6284,1
Atika,12912,100.6272,820.3464,1
Atika,12929,140.6784,827.766,1
Atika,12945,150.624,833.6196,1
Atika,12962,162.6816,811.6416,1
Atika,12978,130.5984,802.5372,1
Atika,12994,132.4416,803.574,1
Atika,13011,155.7312,806.3172,1
Atika,13027,116.4864,826.848,1
Atika,13044,120.3648,829.0728,1
Atika,13060,86.9184,795.582,1
Atika,13077,97.3248,795.6036,1
Atika,13093,95.3472,794.5992,1
Atika,13110,103.9104,809.3304,1
Atika,13126,109.632,804.5028,1
Atika,13142,108.0576,803.358,1
Atika,13159,75.4176,805.6368,1
Atika,13175,74.8992,817.2468,1
Atika,13192,76.5696,818.3376,1
Atika,13208,109.4208,798.5844,1
Atika,13225,147.456,784.3932,1
Atika,13241,145.4784,782.9568,1
Atika,13257,370.8672,530.8308,1
Atika,13274,358.6176,477.522,1
Atika,13290,346.9824,461.0088,1
Atika,13307,346.3488,468.396,1
Atika,13323,335.1552,470.6316,1
Atika,13340,333.1776,468.0396,1
Atika,13356,332.6592,500.3532,1
Atika,13372,335.2896,438.4152,1
Atika,13389,344.16,451.3968,1
Atika,13405,355.0464,529.2216,1
Atika,13422,368.7168,541.1016,1
Atika,13438,372.288,545.7564,1
Atika,13454,387.9552,500.6232,1
Atika,13471,341.664,556.8588,1
Atika,13487,336.5184,550.3464,1
Atika,13504,217.2864,709.1172,1
Atika,13520,185.088,702.1188,1
Atika,13537,180.4992,698.49,1
Atika,13553,178.1376,684.1693,1
Atika,13569,186.9696,672.3,1
Atika,13586,189.1392,674.3304,1
Atika,13602,190.2336,745.3188,1
Atika,13619,193.5552,707.5944,1
Atika,13635,200.16,712.5624,1
Atika,13652,211.0656,753.786,1
Atika,13668,206.0352,721.3644,1
Atika,13684,201.4848,717.7896,1
Atika,13701,198.8928,727.5204,1
Atika,13717,135.6672,713.988,1
Atika,13734,133.5744,712.6596,1
Atika,13750,129.6768,737.802,1
Atika,13767,148.2624,734.4756,1
Atika,13783,156.6336,740.3292,1
Atika,13799,159.7056,739.8217,1
Atika,13816,152.9088,772.416,1
Atika,13832,142.6944,765.5796,1
Atika,13849,221.5488,737.7264,1
Atika,13865,308.832,695.0448,1
Atika,13882,306.0672,692.6904,1
Atika,13898,309.6576,696.7836,1
Atika,13914,321.984,724.3344,1
Atika,13931,329.9904,731.5812,1
Atika,13947,342.2784,709.344,1
Atika,13964,326.4576,729.8856,1
Atika,13980,320.7744,724.5936,1
Atika,13997,310.848,690.1956,1
Atika,14013,309.6192,724.302,1
Atika,14029,305.7984,720.8784,1
Atika,14046,317.8944,656.9424,1
Atika,14062,280.6464,711.666,1
Atika,14079,286.5024,717.0012,1
Atika,14095,227.5776,731.3976,1
Atika,14112,249.6576,733.3307,1
Atika,14128,251.8848,735.0156,1
Atika,14144,312.0768,726.732,1
Atika,14161,461.28,678.1428,1
Atika,14177,458.2464,674.406,1
Atika,14194,502.6752,687.1392,1
Atika,14210,496.128,694.1376,1
Atika,14227,493.3056,690.5304,1
Atika,14243,490.2528,702.972,1
Atika,14259,478.3296,681.426,1
Atika,14276,479.6544,683.424,1
Atika,14292,504.48,714.8196,1
Atika,14309,504.48,714.8196,1
Atika,14325,504.48,714.8196,1
Atika,14342,504.48,714.8196,1
Atika,14358,504.48,714.8196,1
Atika,14374,504.48,714.8196,1
Atika,14391,504.48,714.8196,1
Atika,14407,504.48,714.8196,1
Atika,14424,504.48,714.8196,1
Atika,14440,504.48,714.8196,1
Atika,14457,504.48,714.8196,1
Atika,14473,504.48,714.8196,1
Atika,14489,504.48,714.8196,1
Atika,14506,504.48,714.8196,1
Atika,14522,504.48,714.8196,1
Atika,14539,657.1584,701.3088,1
Atika,14555,655.7376,675.486,1
Atika,14572,658.5024,680.5404,1
Atika,14588,652.2432,685.8756,1
Atika,14604,653.28,682.0956,1
Atika,14621,654.1824,684.0288,1
Atika,14637,682.4256,666.7704,1
Atika,14654,813.0048,662.5368,1
Atika,14670,811.4688,657.0504,1
Atika,14687,822.4896,646.6932,1
Atika,14703,834.6624,654.2856,1
Atika,14719,833.7216,650.5272,1
Atika,14736,821.2608,643.1832,1
Atika,14752,833.2224,668.8008,1
Atika,14769,833.7216,670.6044,1
Atika,14785,814.2144,648.5724,1
Atika,14802,827.3664,660.4524,1
Atika,14818,827.8464,662.4072,1
Atika,14834,822.816,640.71,1
Atika,14851,819.0528,657.5148,1
Atika,14867,819.4561,659.4912,1
Atika,14884,533.3952,682.4196,1
Atika,14900,372.96,726.894,1
Atika,14917,375.072,728.4384,1
Atika,14933,114.6048,813.3264,1
Atika,14949,109.6704,817.2576,1
Atika,14966,111.5904,818.4672,1
Atika,14982,131.1552,847.0008,1
Atika,14999,120.8832,858.276,1
Atika,15015,125.9904,861.0192,1
Atika,15032,133.3632,842.1408,1
Atika,15048,138.1248,848.2644,1
Atika,15065,133.5552,845.7048,1
Atika,15081,146.0544,824.5692,1
Atika,15097,46.3296,857.142,1
Atika,15114,48.8064,858.2436,1
Atika,15130,48.2688,875.0916,1
Atika,15147,37.6704,874.746,1
Atika,15163,39.84,875.7936,1
Atika,15179,33.6768,876.0204,1
Atika,15196,61.8432,869.9508,1
Atika,15212,64.6848,871.2792,1
Atika,15229,92.0832,842.3784,1
Atika,15245,184.3776,821.8368,1
Atika,15262,175.3344,816.1884,1
Atika,15278,186.6816,820.1412,1
Atika,15294,182.8224,802.6668,1
Atika,15311,178.6176,799.9236,1
Atika,15327,187.9104,846.2124,1
Atika,15344,193.2288,843.6528,1
Atika,15360,193.2288,843.6528,1
Atika,15377,193.2288,843.6528,1
Atika,15393,193.2288,843.6528,1
Atika,15409,193.2288,843.6528,1
Atika,15426,193.2288,843.6528,1
Atika,15442,193.2288,843.6528,1
Atika,15459,193.2288,843.6528,1
Atika,15475,193.2288,843.6528,1
Atika,15492,193.2288,843.6528,1
Atika,15508,193.2288,843.6528,1
Atika,15524,193.2288,843.6528,1
Atika,15541,193.2288,843.6528,1
Atika,15558,193.2288,843.6528,1
Atika,15574,193.2288,843.6528,1
Atika,15590,193.2288,843.6528,1
Atika,15607,193.2288,843.6528,1
Atika,15623,365.1072,784.4796,1
Atika,15639,386.7264,797.8392,1
Atika,15656,386.7264,797.8392,1
Atika,15672,390.9888,785.5272,1
Atika,15689,395.0976,771.1524,1
Atika,15705,393.216,769.5,1
Atika,15722,409.92,782.6868,1
Atika,15738,370.9824,752.544,1
Atika,15754,369.0048,750.7944,1
Atika,15771,357.0048,753.6348,1
Atika,15787,349.7664,764.9532,1
Atika,15804,350.1312,765.2772,1
Atika,15820,366.2016,772.1461,1
Atika,15837,391.6224,770.0508,1
Atika,15853,391.6224,770.0508,1
Atika,15869,355.3536,781.1964,1
Atika,15886,398.9184,785.106,1
Atika,15902,398.9184,785.106,1
Atika,15919,465.3504,775.8828,1
Atika,15935,479.616,764.478,1
Atika,15952,481.0368,766.0224,1
Atika,15968,499.9296,773.3556,1
Atika,15985,517.9968,808.1316,1
Atika,16001,523.5072,814.0392,1
Atika,16017,523.5072,814.0392,1
Atika,16034,523.5072,814.0392,1
Atika,16050,523.5072,814.0392,1
Atika,16067,523.5072,814.0392,1
Atika,16083,523.5072,814.0392,1
Atika,16099,523.5072,814.0392,1
Atika,16116,523.5072,814.0392,1
Atika,16132,523.5072,814.0392,1
Atika,16149,523.5072,814.0392,1
Atika,16165,523.5072,814.0392,1
Atika,16182,523.5072,814.0392,1
Atika,16198,523.5072,814.0392,1
Atika,16214,523.5072,814.0392,1
Atika,16231,523.5072,814.0392,1
Atika,16247,523.5072,814.0392,1
Atika,16264,729.696,824.8068,1
Atika,16280,744.2112,797.6124,1
Atika,16297,742.5408,794.61,1
Atika,16313,688.4352,761.8212,1
Atika,16330,681.0624,770.8716,1
Atika,16346,677.472,764.6508,1
Atika,16362,672.384,776.4984,1
Atika,16379,668.6016,783.756,1
Atika,16395,669.4464,785.2572,1
Atika,16412,690.336,774.7488,1
Atika,16428,655.4304,757.782,1
Atika,16445,657.3696,760.968,1
Atika,16461,687.1872,784.5876,1
Atika,16477,793.8432,795.7764,1
Atika,16494,795.0336,798.7464,1
Atika,16510,807.9167,782.5032,1
Atika,16527,830.7264,773.388,1
Atika,16543,829.2096,768.3552,1
Atika,16559,814.4448,767.8152,1
Atika,16576,826.8864,779.5008,1
Atika,16593,826.3488,778.0104,1
Atika,16609,792.0576,800.3664,1
Atika,16625,813.1968,766.8756,1
Atika,16642,816.0576,775.0944,1
Atika,16658,582.336,832.8744,1
Atika,16674,374.688,814.266,1
Atika,16691,371.136,811.35,1
Atika,16707,68.64,860.5764,1
Atika,16724,64.5888,889.1964,1
Atika,16740,61.9008,887.6844,1
Atika,16757,48.96,880.956,1
Atika,16773,62.208,861.6672,1
Atika,16789,61.2288,861.1812,1
Atika,16806,65.856,880.9344,1
Atika,16822,67.9104,870.1452,1
Atika,16839,70.4832,871.6788,1
Atika,16855,73.1712,878.4504,1
Atika,16872,76.7808,882.3492,1
Atika,16888,80.1216,884.2284,1
Atika,16904,141.9648,863.676,1
Atika,16921,234.0672,1.0138,1
Atika,16937,238.5024,1.0149,1
Atika,16954,238.5024,1.0149,1
Atika,16970,238.5024,1.0149,1
Atika,16987,238.5024,1.0149,1
Atika,17003,238.5024,1.0149,1
Atika,17019,238.5024,1.0149,1
Atika,17036,238.5024,1.0149,1
Atika,17052,238.5024,1.0149,1
Atika,17069,238.5024,1.0149,1
Atika,17085,238.5024,1.0149,1
Atika,17102,238.5024,1.0149,1
Atika,17118,238.5024,1.0149,1
Atika,17134,238.5024,1.0149,1
Atika,17151,238.5024,1.0149,1
Atika,17167,238.5024,1.0149,1
Atika,17184,238.5024,1.0149,1
Atika,17200,238.5024,1.0149,1
Atika,17217,238.5024,1.0149,1
Atika,17233,238.5024,1.0149,1
Atika,17249,238.5024,1.0149,1
Atika,17266,390.1248,227.8368,1
Atika,17282,324.5184,784.296,1
Atika,17299,293.184,172.3896,1
Atika,17315,293.4912,201.3768,1
Atika,17332,300.672,214.0236,1
Atika,17348,287.8656,205.6104,1
Atika,17365,331.6224,206.3448,1
Atika,17381,331.6224,206.3448,1
Atika,17397,316.896,211.5072,1
Atika,17414,313.2672,212.4252,1
Atika,17430,313.2672,212.4252,1
Atika,17447,277.2096,189.324,1
Atika,17463,237.2736,176.5044,1
Atika,17479,237.2736,176.5044,1
Atika,17496,273.1968,182.952,1
Atika,17512,258.3552,192.078,1
Atika,17529,258.3552,192.078,1
Atika,17545,253.632,187.2504,1
Atika,17562,278.2464,186.7104,1
Atika,17578,278.2464,186.7104,1
Atika,17594,268.1856,202.4028,1
Atika,17611,302.3808,171.3852,1
Atika,17627,300.7104,167.832,1
Atika,17644,495.8016,137.2464,1
Atika,17660,489.5424,144.2664,1
Atika,17677,488.2944,141.1884,1
Atika,17693,494.4768,156.1896,1
Atika,17710,511.2384,150.7788,1
Atika,17726,512.4864,153.8676,1
Atika,17742,479.6736,119.1348,1
Atika,17759,480.2688,159.0516,1
Atika,17775,478.944,156.0168,1
Atika,17792,280.704,125.3556,1
Atika,17808,280.224,152.1612,1
Atika,17824,283.872,158.8032,1
Atika,17841,273.0624,163.3824,1
Atika,17857,293.2416,155.1312,1
Atika,17874,293.2416,155.1312,1
Atika,17890,294.6048,149.3856,1
Atika,17907,293.9328,158.3172,1
Atika,17923,293.9328,158.3172,1
Atika,17939,303.9168,158.0796,1
Atika,17956,318.7008,145.8,1
Atika,17972,318.7008,145.8,1
Atika,17989,324.288,151.146,1
Atika,18005,304.1472,154.0836,1
Atika,18022,304.1472,154.0836,1
Atika,18038,294.1056,161.946,1
Atika,18054,303.4368,156.384,1
Atika,18071,303.4368,156.384,1
Atika,18088,323.5776,151.5456,1
Atika,18104,290.0544,180.3924,1
Atika,18120,290.0544,180.3924,1
Atika,18137,305.856,157.8096,1
Atika,18153,415.8144,144.4608,1
Atika,18169,412.6656,136.7712,1
Atika,18186,652.128,128.4876,1
Atika,18202,654.9696,114.1344,1
Atika,18219,649.6512,93.5496,1
Atika,18235,631.5648,91.6704,1
Atika,18252,623.4816,101.5956,1
Atika,18268,622.6752,98.7984,1
Atika,18284,655.3536,79.9416,1
Atika,18301,639.7248,66.1176,1
Atika,18317,641.6256,73.494,1
Atika,18334,631.9872,95.0616,1
Atika,18350,615.168,89.1972,1
Atika,18367,615.168,89.1972,1
Atika,18383,636.4992,88.128,1
Atika,18399,637.4016,76.5828,1
Atika,18416,636.4608,72.684,1
Atika,18432,615.5136,104.22,1
Atika,18449,612.1536,48.3948,1
Atika,18465,610.1184,40.932,1
Atika,18482,626.6112,41.2992,1
Atika,18498,619.3344,107.6868,1
Atika,18514,620.3712,111.4776,1
Atika,18531,618.24,397.1484,1
Atika,18547,607.8336,387.9576,1
Atika,18564,606.7392,385.1496,1
Atika,18580,596.8512,354.8016,1
Atika,18597,584.1216,378.3132,1
Atika,18613,582.9888,375.7212,1
Atika,18629,579.3408,345.06,1
Atika,18646,604.9344,350.5464,1
Atika,18662,604.7232,349.974,1
Atika,18679,598.9056,377.892,1
Atika,18695,571.68,340.3944,1
Atika,18712,569.3952,334.7892,1
Atika,18728,629.4336,309.1068,1
Atika,18744,639.4944,295.1748,1
Atika,18761,641.6064,301.6656,1
Atika,18777,650.784,278.5212,1
Atika,18794,615.264,301.1796,1
Atika,18810,615.264,301.1796,1
Atika,18827,644.1024,307.7784,1
Atika,18843,618.72,315.8784,1
Atika,18860,617.7216,312.8112,1
Atika,18876,637.824,283.014,1
Atika,18892,629.8176,214.5852,1
Atika,18909,629.8176,214.5852,1
Atika,18925,617.1072,88.668,1
Atika,18942,597.1008,89.5104,1
Atika,18958,602.2464,106.9092,1
Atika,18975,598.7136,124.2,1
Atika,18991,624.288,147.042,1
Atika,19007,626.3424,154.0728,1
Atika,19024,603.6864,154.008,1
Atika,19040,617.7024,125.4312,1
Atika,19057,615.8016,118.8864,1
Atika,19073,569.0112,119.07,1
Atika,19089,611.0592,119.6532,1
Atika,19106,609.9648,115.8948,1
Atika,19122,675.6864,74.6496,1
Atika,19139,670.176,63.9792,1
Atika,19155,666.72,49.2804,1
Atika,19172,662.7648,72.3924,1
Atika,19188,680.1024,63.4608,1
Atika,19204,682.368,73.818,1
Atika,19221,703.7952,63.6876,1
Atika,19237,681.6192,97.9668,1
Atika,19254,684.192,108.7884,1
Atika,19270,682.1184,92.826,1
Atika,19287,686.496,67.1652,1
Atika,19303,683.328,53.0604,1
Atika,19319,690.7392,75.0168,1
Atika,19336,712.0512,65.3724,1
Atika,19352,712.7424,69.1956,1
Atika,19369,697.5936,190.3068,1
Atika,19385,693.504,212.706,1
Atika,19402,693.504,212.706,1
Atika,19418,717.696,216.0,1
Atika,19434,713.3952,215.838,1
Atika,19451,714.0864,218.8836,1
Atika,19467,713.7984,232.362,1
Atika,19484,713.5296,254.5884,1
Atika,19500,714.9504,260.55,1
Atika,19517,723.9936,227.5776,1
Atika,19533,705.5808,217.6956,1
Atika,19549,702.528,205.2972,1
Atika,19566,722.6304,197.316,1
Atika,19582,742.0416,201.582,1
Atika,19599,741.312,198.5472,1
Atika,19615,730.464,197.6832,1
Atika,19632,731.5776,213.6456,1
Atika,19648,732.3264,216.7236,1
Atika,19664,651.4176,210.114,1
Atika,19681,661.3248,191.0088,1
Atika,19697,662.208,194.4432,1
Atika,19714,665.1456,218.4948,1
Atika,19730,628.224,206.9388,1
Atika,19747,629.2224,210.0384,1
Atika,19763,640.992,213.678,1
Atika,19779,645.8304,206.2368,1
Atika,19796,642.9888,196.6896,1
Atika,19812,643.68,173.9556,1
Atika,19829,656.1408,179.6472,1
Atika,19845,656.1408,179.6472,1
Atika,19862,641.3184,187.2072,1
Atika,19878,615.4368,174.582,1
Atika,19894,615.4368,174.582,1
Atika,19911,435.3408,238.7124,1
Atika,19927,332.3136,272.7648,1
Atika,19944,339.1296,284.5152,1
Atika,19960,348.4608,285.6492,1
Atika,19977,354.2976,305.208,1
Atika,19993,361.1136,316.926,1
Atika,20010,341.1456,332.8128,1
Atika,20026,365.76,344.574,1
Atika,20042,365.76,344.574,1
Atika,20059,356.1216,307.3248,1
Atika,20075,348.864,321.408,1
Atika,20092,350.496,324.3996,1
Atika,20108,352.8768,346.6692,1
Atika,20124,361.6896,339.0552,1
Atika,20141,363.36,341.6364,1
Atika,20157,314.0544,297.2376,1
Atika,20174,224.5824,242.5464,1
Atika,20190,220.608,236.4336,1
Atika,20207,231.8592,161.9784,1
Atika,20223,234.8736,167.1192,1
Atika,20239,234.8736,167.1192,1
Atika,20256,243.5328,175.014,1
Atika,20272,222.9312,175.7916,1
Atika,20289,222.9312,175.7916,1
Atika,20305,234.6432,177.8652,1
Atika,20322,231.1104,185.6196,1
Atika,20338,231.1104,185.6196,1
Atika,20354,223.296,190.998,1
Atika,20371,221.8944,159.0732,1
Atika,20388,221.8944,159.0732,1
Atika,20404,215.0592,183.8052,1
Atika,20420,223.3344,164.8944,1
Atika,20437,223.3344,164.8944,1
Atika,20453,276.192,145.7676,1
Atika,20469,254.1504,169.1172,1
Atika,20486,254.1504,169.1172,1
Atika,20502,242.8992,142.7328,1
Atika,20519,269.9136,147.9708,1
Atika,20535,269.9136,147.9708,1
Atika,20552,261.2736,154.6452,1
Atika,20568,255.2064,168.8472,1
Atika,20584,267.0912,189.8856,1
Atika,20601,295.5072,192.2076,1
Atika,20617,312.7104,220.3308,1
Atika,20634,329.568,250.1388,1
Atika,20650,323.7312,268.164,1
Atika,20667,346.8096,303.8796,1
Atika,20683,338.7648,289.1916,1
Atika,20699,288.0192,654.3936,1
Atika,20716,258.7584,840.8016,1
Atika,20732,233.4336,824.0292,1
Atika,20749,170.4,945.8315,1
Atika,20765,200.1792,875.1996,1
Atika,20782,191.712,870.426,1
Atika,20798,192.576,903.3228,1
Atika,20814,195.3792,914.1012,1
Atika,20831,199.3728,916.4124,1
Atika,20847,184.128,908.874,1
Atika,20864,184.4544,896.508,1
Atika,20880,193.3248,901.1088,1
Atika,20897,101.2416,990.8028,1
Atika,20913,100.8768,1003.396,1
Atika,20929,102.528,1003.946,1
Atika,20946,87.264,988.6968,1
Atika,20962,98.208,975.6504,1
Atika,20979,96.4032,975.1104,1
Atika,20996,133.5552,944.2764,1
Atika,21012,124.6464,970.164,1
Atika,21028,118.08,967.4532,1
Atika,21044,110.88,956.1132,1
Atika,21061,170.2848,962.3232,1
Atika,21077,163.5264,959.3423,1
Atika,21094,202.5024,928.8647,1
Atika,21110,146.496,948.888,1
Atika,21127,141.6,946.7496,1
Atika,21143,950.1504,113.7024,1
Atika,21159,950.1504,113.7024,1
Atika,21176,950.1504,113.7024,1
Atika,21192,950.1504,113.7024,1
Atika,21209,950.1504,113.7024,1
Atika,21225,950.1504,113.7024,1
Atika,21242,950.1504,113.7024,1
Atika,21258,950.1504,113.7024,1
Atika,21274,950.1504,113.7024,1
Atika,21291,950.1504,113.7024,1
Atika,21307,950.1504,113.7024,1
Atika,21324,950.1504,113.7024,1
Atika,21340,950.1504,113.7024,1
Atika,21357,950.1504,113.7024,1
Atika,21373,950.1504,113.7024,1
Atika,21389,215.52,954.6012,1
Atika,21406,182.2464,977.9185,1
Atika,21422,182.2464,977.9185,1
Atika,21439,164.3712,977.0112,1
Atika,21455,246.6816,958.1976,1
Atika,21472,246.6816,958.1976,1
Atika,21488,284.8896,914.0472,1
Atika,21505,307.872,956.7396,1
Atika,21521,309.6576,957.798,1
Atika,21537,275.0784,940.5828,1
Atika,21554,272.9472,953.478,1
Atika,21570,275.2896,954.4932,1
Atika,21587,294.8544,977.4648,1
Atika,21603,277.248,960.0984,1
Atika,21619,266.2464,954.8172,1
Atika,21636,412.9344,936.6516,1
Atika,21652,423.1296,923.4756,1
Atika,21669,426.3744,925.6896,1
Atika,21685,403.7376,941.3064,1
Atika,21702,414.72,943.8768,1
Atika,21718,420.2112,947.3112,1
Atika,21734,440.1024,941.3928,1
Atika,21751,454.7904,933.606,1
Atika,21767,454.3104,933.6276,1
Atika,21784,557.7408,-0.0353,1
Atika,21800,557.7408,-0.0353,1
Atika,21817,557.7408,-0.0353,1
Atika,21833,557.7408,-0.0353,1
Atika,21849,557.7408,-0.0353,1
Atika,21866,557.7408,-0.0353,1
Atika,21882,557.7408,-0.0353,1
Atika,21899,557.7408,-0.0353,1
Atika,21915,557.7408,-0.0353,1
Atika,21932,557.7408,-0.0353,1
Atika,21948,557.7408,-0.0353,1
Atika,21964,557.7408,-0.0353,1
Atika,21981,557.7408,-0.0353,1
Atika,21997,557.7408,-0.0353,1
Atika,22014,557.7408,-0.0353,1
Atika,22030,557.7408,-0.0353,1
Atika,22047,557.7408,-0.0353,1
Atika,22063,557.7408,-0.0353,1
Atika,22079,557.7408,-0.0353,1
Atika,22096,557.7408,-0.0353,1
Atika,22112,557.7408,-0.0353,1
Atika,22129,557.7408,-0.0353,1
Atika,22145,557.7408,-0.0353,1
Atika,22162,535.6992,469.7784,1
Atika,22178,708.7872,924.9336,1
Atika,22194,697.5744,944.2224,1
Atika,22211,692.3712,937.98,1
Atika,22227,730.5408,924.0372,1
Atika,22244,713.7408,911.6064,1
Atika,22260,715.008,913.8852,1
Atika,22277,707.1168,898.236,1
Atika,22293,729.1968,898.0524,1
Atika,22309,732.5376,902.6425,1
Atika,22326,690.7776,914.1336,1
Atika,22342,739.7376,902.61,1
Atika,22359,735.8976,896.9292,1
Atika,22375,743.04,915.9048,1
Atika,22392,739.2384,916.4556,1
Atika,22408,739.2384,916.4556,1
Atika,22425,775.4688,901.6704,1
Atika,22441,744.6144,898.8408,1
Atika,22457,744.6144,898.8408,1
Atika,22474,747.7248,907.5672,1
Atika,22490,753.8304,923.94,1
Atika,22507,754.3872,924.9552,1
Atika,22523,757.4976,913.4424,1
Atika,22539,784.8576,920.7108,1
Atika,22556,786.7584,924.0912,1
Atika,22572,766.1183,895.7412,1
Atika,22589,802.7712,905.0724,1
Atika,22605,802.8672,905.2776,1
Atika,22622,803.5392,921.834,1
Atika,22638,861.4656,912.9996,1
Atika,22654,860.2944,909.5544,1
Atika,22671,895.5264,910.8936,1
Atika,22687,881.4912,918.3564,1
Atika,22704,880.3392,915.084,1
Atika,22720,864.8832,933.5952,1
Atika,22737,780.7872,926.964,1
Atika,22753,784.032,932.148,1
Atika,22769,266.3232,998.9676,1
Atika,22786,170.6688,1018.602,1
Atika,22802,172.8576,1019.488,1
Atika,22819,167.136,1021.572,1
Atika,22835,142.8096,1024.423,1
Atika,22852,145.5552,1025.309,1
Atika,22868,156.1728,1041.541,1
Atika,22884,152.4672,1033.106,1
Atika,22901,149.7408,1032.275,1
Atika,22917,147.7632,1034.24,1
Atika,22934,106.2912,1023.019,1
Atika,22950,104.3328,1022.36,1
Atika,22968,77.2032,1005.826,1
Atika,22983,60.5184,1033.765,1
Atika,22999,55.0848,1032.156,1
Atika,23016,52.608,1020.632,1
Atika,23032,54.0096,1027.058,1
Atika,23049,54.0096,1027.058,1
Atika,23065,46.7904,1010.232,1
Atika,23082,68.4672,1034.78,1
Atika,23098,68.4672,1034.78,1
Atika,23114,44.3904,1013.936,1
Atika,23131,48.1536,1024.261,1
Atika,23147,48.1536,1024.261,1
Atika,23164,115.2,991.17,1
Atika,23180,163.4304,986.9904,1
Atika,23197,172.0704,990.5976,1
Atika,23213,134.496,1010.502,1
Atika,23229,150.4128,1.0301,1
Atika,23246,152.8896,1.0306,1
Atika,23262,152.8896,1.0306,1
Atika,23279,152.8896,1.0306,1
Atika,23295,152.8896,1.0306,1
Atika,23312,152.8896,1.0306,1
Atika,23328,152.8896,1.0306,1
Atika,23344,152.8896,1.0306,1
Atika,23361,152.8896,1.0306,1
Atika,23377,152.8896,1.0306,1
Atika,23394,152.8896,1.0306,1
Atika,23410,152.8896,1.0306,1
Atika,23427,152.8896,1.0306,1
Atika,23443,152.8896,1.0306,1
Atika,23459,152.8896,1.0306,1
Atika,23476,152.8896,1.0306,1
Atika,23492,152.8896,1.0306,1
Atika,23509,152.8896,1.0306,1
Atika,23525,270.528,1032.134,1
Atika,23541,272.7168,1032.793,1
Atika,23558,302.2656,1054.89,1
Atika,23574,283.9104,1052.752,1
Atika,23591,283.9104,1052.752,1
Atika,23607,299.0592,1002.402,1
Atika,23624,287.136,980.9208,1
Atika,23640,289.0368,981.8388,1
Atika,23657,323.616,1030.298,1
Atika,23673,328.3008,1032.383,1
Atika,23689,330.432,1033.214,1
Atika,23706,315.552,1026.421,1
Atika,23722,349.6128,1020.308,1
Atika,23739,342.0672,1016.928,1
Atika,23755,435.8976,1052.514,1
Atika,23772,459.84,1013.299,1
Atika,23788,458.2464,1012.511,1
Atika,23804,427.2768,925.6356,1
Atika,23821,431.8848,993.2004,1
Atika,23837,433.7088,994.1616,1
Atika,23854,457.3632,989.7336,1
Atika,23870,406.9248,993.0385,1
Atika,23887,403.5648,991.2348,1
Atika,23903,383.0784,976.7952,1
